YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,ARRIVAL_DELAY,CANCELLED,CANCELLATION_REASON
2023,5,28,6E,CCU,BOM,1548,16.23,12.67,0,
2023,2,22,6E,DEL,BLR,1654,5.5,8.23,0,
2023,6,9,6E,MAA,DEL,553,5.79,5.68,0,
2023,6,21,6E,BLR,MAA,1109,15.02,12.83,0,
2023,4,20,6E,IXC,MAA,1635,0.54,0.51,0,
2023,4,24,6E,DEL,BHU,1615,7.66,10.3,0,
2023,5,12,6E,BLR,DEL,1446,36.83,35.84,0,
2023,5,1,SG,DEL,BOM,501,9.77,11.34,0,
2023,5,3,AI,DEL,BOM,1156,10.45,11.03,0,
2023,4,8,6E,BOM,HYD,1302,24.21,24.29,0,
2023,2,22,6E,AMD,DEL,2340,18.11,15.71,0,
2023,10,25,6E,HYD,DEL,828,6.39,8.67,0,
2023,5,1,6E,BOM,HYD,2220,6.97,6.95,0,
2023,8,20,6E,DEL,BLR,2300,30.61,43.27,0,
2023,6,22,6E,HYD,DEL,915,13.66,9.43,0,
2023,5,9,SG,JAI,BLR,805,10.64,11.25,0,
2023,11,3,AI,BLR,JAI,1316,10.28,8.45,0,
2023,1,11,AI,DEL,HYD,1517,18.17,17.2,0,
2023,7,6,AI,MAA,DEL,1640,11.15,8.81,0,
2023,12,12,6E,PNQ,CCU,1449,8.99,7.85,0,
2023,11,20,SG,GOI,BLR,1129,7.8,9.49,0,
2023,11,27,6E,CCU,BLR,1205,4.85,4.11,0,
2023,4,4,6E,PNQ,SXR,555,-1.83,-1.51,0,
2023,7,7,SG,DEL,BOM,1636,19.49,24.11,0,
2023,3,6,UK,DEL,PNQ,737,10.03,12.27,0,
2023,9,25,6E,DEL,MAA,1253,7.4,5.6,0,
2023,8,25,AI,BLR,AMD,1232,13.98,15.55,0,
2023,7,1,AI,BOM,DEL,2218,16.62,15.6,0,
2023,4,4,AI,JAI,BOM,1127,3.17,2.38,0,
2023,10,15,6E,BLR,DEL,753,18.43,17.4,0,
2023,1,12,6E,BOM,AMD,639,25.88,38.6,0,
2023,9,10,SG,GOI,HYD,904,14.63,19.7,0,
2023,7,23,6E,AMD,BOM,2238,15.87,14.7,0,
2023,3,3,6E,BOM,HYD,648,22.36,29.84,0,
2023,12,9,UK,MAA,HYD,1937,12.79,12.83,0,
2023,1,25,6E,BLR,PNQ,2012,15.13,11.23,0,
2023,11,4,6E,AMD,BOM,747,0.88,0.66,0,
2023,3,23,6E,TRV,BOM,613,16.44,15.51,0,
2023,8,3,6E,DEL,MAA,1849,15.13,10.25,0,
2023,6,23,SG,CCU,LKO,1419,40.34,31.42,0,
2023,3,16,AI,BOM,HYD,1319,14.13,10.16,0,
2023,4,5,6E,DEL,CCU,1208,5.21,6.14,0,
2023,10,21,6E,BLR,CCU,2154,10.96,10.86,0,
2023,11,17,G8,HYD,BOM,513,10.72,7.19,0,
2023,11,10,6E,BOM,BLR,1648,17.76,20.76,0,
2023,9,22,6E,MAA,BLR,1244,1.97,2.05,0,
2023,3,21,I5,MAA,JAI,548,3.17,3.6,0,
2023,12,17,UK,LKO,HYD,1135,8.86,8.23,0,
2023,3,8,6E,BHU,BLR,1534,12.88,16.38,0,
2023,6,24,SG,PNQ,DEL,2059,16.11,16.99,0,
2023,10,9,SG,AMD,PNQ,2319,9.71,6.7,0,
2023,11,22,AI,JAI,TRV,1602,8.71,8.97,0,
2023,3,21,6E,BLR,DEL,1302,10.95,13.12,0,
2023,7,28,I5,BOM,BLR,2241,16.46,13.91,0,
2023,1,18,6E,BOM,HYD,604,20.04,13.37,0,
2023,9,12,6E,BOM,DEL,1640,12.72,11.69,0,
2023,11,2,6E,HYD,BOM,721,6.68,6.88,0,
2023,2,17,6E,BOM,DEL,1642,24.71,18.15,0,
2023,4,26,6E,JAI,HYD,1214,0.11,0.13,0,
2023,9,23,6E,GOI,DEL,941,6.53,5.47,0,
2023,1,13,G8,JAI,LKO,748,25.37,29.31,0,
2023,5,8,6E,SXR,DEL,638,39.15,45.61,0,
2023,5,7,6E,DEL,BHU,1915,,,1,C
2023,10,10,6E,DEL,CCU,1929,56.87,48.15,0,
2023,8,15,UK,BOM,CCU,1632,10.82,11.55,0,
2023,5,15,SG,MAA,GOI,1713,7.57,5.87,0,
2023,8,13,6E,CCU,BOM,1533,8.12,6.49,0,
2023,1,1,6E,BOM,AMD,1748,35.09,25.24,0,
2023,6,23,6E,HYD,BLR,949,11.93,12.64,0,
2023,6,21,6E,IXC,BLR,1502,6.08,6.34,0,
2023,2,6,6E,MAA,CCU,1457,-0.39,-0.4,0,
2023,10,11,UK,DEL,MAA,936,37.29,36.88,0,
2023,12,9,AI,TRV,BOM,1940,11.99,14.6,0,
2023,12,15,UK,GOI,HYD,1339,6.97,7.12,0,
2023,7,26,AI,AMD,DEL,548,13.79,14.45,0,
2023,5,23,6E,CCU,BLR,1651,3.45,3.91,0,
2023,2,4,6E,DEL,BLR,1235,9.88,13.06,0,
2023,2,9,6E,GOI,IXC,714,45.92,44.12,0,
2023,8,15,6E,MAA,PNQ,1551,12.96,17.5,0,
2023,2,22,6E,DEL,BOM,1409,14.0,11.2,0,
2023,3,19,6E,BOM,GOI,814,7.75,7.97,0,
2023,1,1,6E,IXC,JAI,1535,6.47,9.11,0,
2023,1,25,6E,CCU,DEL,906,11.84,11.37,0,
2023,5,7,UK,BOM,DEL,1353,8.61,9.09,0,
2023,8,2,6E,JAI,BLR,951,6.73,6.88,0,
2023,3,13,6E,BOM,DEL,2011,25.85,20.91,0,
2023,10,23,QP,BOM,BLR,1209,4.19,5.21,0,
2023,12,22,6E,HYD,LKO,839,15.51,18.9,0,
2023,1,11,SG,CCU,DEL,1617,13.0,14.8,0,
2023,5,24,SG,AMD,HYD,1316,6.18,7.67,0,
2023,4,26,6E,DEL,MAA,2012,15.69,20.17,0,
2023,7,18,QP,HYD,DEL,1006,8.8,11.29,0,
2023,12,22,6E,HYD,BOM,1430,6.96,7.23,0,
2023,2,28,6E,HYD,BHU,849,17.69,25.27,0,
2023,5,20,AI,DEL,SXR,1928,19.68,22.0,0,
2023,8,6,AI,BLR,IXC,702,28.6,22.09,0,
2023,3,9,6E,BOM,CCU,542,44.28,59.77,0,
2023,3,25,AI,DEL,BHU,520,19.05,14.57,0,
2023,5,23,SG,MAA,DEL,1735,36.11,39.17,0,
2023,10,4,SG,HYD,TRV,1954,25.35,21.8,0,
2023,7,13,AI,JAI,DEL,601,12.46,11.22,0,
2023,10,3,6E,GOI,MAA,2334,2.25,1.93,0,
2023,6,4,SG,HYD,BLR,1734,23.16,22.44,0,
2023,9,9,6E,MAA,SXR,2134,96.73,75.14,0,
2023,12,14,6E,DEL,HYD,1826,28.57,21.65,0,
2023,1,10,6E,SXR,DEL,2349,10.74,13.22,0,
2023,9,12,AI,MAA,BLR,1214,8.53,6.0,0,
2023,6,6,6E,JAI,DEL,2135,,,1,B
2023,9,1,SG,BOM,BLR,2011,22.97,19.08,0,
2023,5,3,6E,HYD,CCU,725,16.45,14.93,0,
2023,5,10,6E,BOM,DEL,1954,25.5,26.72,0,
2023,9,5,QP,BOM,CCU,714,3.96,4.34,0,
2023,6,21,6E,LKO,HYD,622,5.73,4.14,0,
2023,9,22,6E,BLR,HYD,1920,39.52,26.91,0,
2023,4,4,G8,CCU,BOM,1320,12.81,9.36,0,
2023,4,16,6E,BOM,DEL,1007,4.75,5.98,0,
2023,5,27,6E,BHU,MAA,1505,14.97,13.95,0,
2023,7,9,6E,BHU,DEL,747,20.47,24.41,0,
2023,12,13,UK,CCU,BOM,1525,7.94,6.68,0,
2023,3,21,6E,JAI,DEL,1339,11.78,11.64,0,
2023,9,20,SG,IXC,BOM,1710,7.1,8.78,0,
2023,10,10,6E,PNQ,DEL,1539,1.11,0.97,0,
2023,12,8,AI,MAA,JAI,546,12.36,14.65,0,
2023,9,16,UK,AMD,BOM,1131,-0.03,-0.04,0,
2023,3,13,6E,DEL,BLR,1605,7.37,5.59,0,
2023,5,11,6E,HYD,MAA,1025,13.77,9.77,0,
2023,7,21,UK,LKO,BOM,1153,6.05,4.86,0,
2023,10,26,6E,AMD,GOI,2257,3.73,4.88,0,
2023,1,6,UK,LKO,JAI,1040,18.13,18.33,0,
2023,11,5,6E,BLR,TRV,1825,8.19,5.55,0,
2023,8,16,SG,LKO,GOI,1036,10.64,9.29,0,
2023,8,19,I5,DEL,SXR,1548,17.2,12.3,0,
2023,5,21,6E,HYD,BLR,2213,14.47,10.84,0,
2023,3,10,6E,BOM,SXR,2312,5.6,6.98,0,
2023,12,26,AI,MAA,AMD,2051,15.53,22.49,0,
2023,3,13,6E,BOM,BLR,1137,6.12,4.65,0,
2023,8,12,SG,DEL,CCU,934,14.51,17.92,0,
2023,9,2,AI,DEL,BOM,803,8.43,8.74,0,
2023,1,1,6E,CCU,GOI,1626,14.92,18.75,0,
2023,8,1,6E,DEL,MAA,1418,15.03,17.73,0,
2023,7,4,6E,BLR,BOM,1303,11.71,15.0,0,
2023,1,21,SG,DEL,BOM,1205,37.39,28.13,0,
2023,9,18,QP,DEL,BOM,1850,60.06,59.0,0,
2023,7,10,SG,SXR,BOM,547,9.99,8.58,0,
2023,3,26,UK,DEL,HYD,2032,33.06,43.89,0,
2023,9,9,SG,DEL,HYD,610,34.31,38.3,0,
2023,9,21,AI,BOM,PNQ,1855,19.27,13.34,0,
2023,8,17,SG,DEL,GOI,1437,27.27,34.71,0,
2023,9,27,SG,AMD,CCU,1433,5.82,5.22,0,
2023,8,23,6E,HYD,BOM,509,3.62,4.72,0,
2023,2,1,I5,CCU,DEL,1830,16.52,15.72,0,
2023,7,13,6E,BOM,BLR,2027,15.91,19.13,0,
2023,10,22,6E,DEL,BLR,1800,11.54,10.76,0,
2023,4,24,SG,CCU,BHU,1249,7.63,9.33,0,
2023,7,19,SG,BLR,SXR,2156,21.77,18.47,0,
2023,8,5,6E,HYD,BLR,2217,6.05,5.39,0,
2023,10,19,6E,DEL,LKO,1829,3.95,4.94,0,
2023,12,5,SG,CCU,JAI,1717,10.76,14.36,0,
2023,2,1,6E,BOM,BLR,1609,5.44,4.14,0,
2023,12,7,6E,BOM,CCU,1109,32.38,28.3,0,
2023,7,26,6E,GOI,DEL,2049,11.71,8.62,0,
2023,1,16,6E,TRV,IXC,526,7.18,7.56,0,
2023,12,10,6E,BOM,BLR,1454,16.92,12.43,0,
2023,5,20,6E,GOI,DEL,2206,1.87,1.89,0,
2023,10,14,SG,DEL,GOI,1605,11.12,13.35,0,
2023,2,19,6E,BLR,PNQ,2327,6.1,5.41,0,
2023,12,26,6E,MAA,DEL,1300,10.76,7.43,0,
2023,7,23,SG,BOM,DEL,2216,17.21,23.82,0,
2023,10,14,SG,BLR,PNQ,2332,9.49,10.23,0,
2023,2,2,G8,LKO,BLR,1759,9.31,13.12,0,
2023,11,5,AI,PNQ,MAA,531,14.52,20.76,0,
2023,2,14,6E,DEL,HYD,655,3.22,4.38,0,
2023,3,16,6E,LKO,HYD,1601,2.79,2.89,0,
2023,5,9,6E,BOM,JAI,527,5.72,7.64,0,
2023,8,8,G8,BLR,DEL,2320,14.68,20.38,0,
2023,3,3,6E,BHU,BLR,1739,3.6,2.78,0,
2023,9,22,AI,BOM,DEL,545,12.09,14.08,0,
2023,1,2,SG,BLR,DEL,848,51.07,36.22,0,
2023,3,28,AI,CCU,DEL,717,21.59,26.29,0,
2023,1,2,6E,GOI,DEL,1238,11.07,10.59,0,
2023,9,20,6E,DEL,CCU,1250,4.72,4.0,0,
2023,11,16,SG,BLR,DEL,1128,17.27,11.54,0,
2023,9,13,6E,DEL,BLR,1649,6.28,7.18,0,
2023,9,20,AI,AMD,DEL,2230,16.03,12.75,0,
2023,8,25,UK,CCU,SXR,1554,34.34,29.68,0,
2023,9,4,UK,CCU,BOM,930,-0.78,-0.98,0,
2023,9,10,6E,BLR,DEL,1408,10.12,8.95,0,
2023,7,11,6E,MAA,AMD,1238,17.7,23.4,0,
2023,10,23,UK,BOM,DEL,2223,10.02,14.35,0,
2023,5,1,I5,BOM,DEL,1642,53.61,56.52,0,
2023,11,5,AI,SXR,PNQ,1653,11.93,10.24,0,
2023,9,10,6E,BLR,DEL,1944,4.5,5.6,0,
2023,2,19,6E,LKO,BOM,506,19.37,13.24,0,
2023,8,25,6E,PNQ,JAI,1731,14.21,15.86,0,
2023,8,3,6E,DEL,LKO,1827,17.13,23.02,0,
2023,8,18,6E,BOM,JAI,1418,16.44,12.22,0,
2023,12,25,6E,JAI,AMD,905,23.02,19.5,0,
2023,2,16,6E,PNQ,BOM,1607,11.94,10.98,0,
2023,3,2,UK,BLR,HYD,1634,52.92,41.33,0,
2023,1,15,6E,DEL,AMD,1039,14.74,10.41,0,
2023,4,21,6E,GOI,CCU,907,6.78,6.92,0,
2023,8,8,6E,JAI,DEL,1042,8.15,11.18,0,
2023,8,10,SG,CCU,DEL,1241,9.81,12.4,0,
2023,11,11,6E,DEL,PNQ,929,3.05,4.09,0,
2023,7,10,6E,DEL,JAI,731,8.8,8.86,0,
2023,4,23,6E,MAA,BLR,2139,8.08,7.73,0,
2023,5,16,G8,IXC,DEL,646,16.25,17.22,0,
2023,3,2,6E,PNQ,SXR,1804,1.89,1.8,0,
2023,5,27,6E,BLR,MAA,1203,15.17,10.99,0,
2023,12,5,6E,PNQ,BLR,758,15.38,12.06,0,
2023,7,19,6E,DEL,JAI,1958,28.52,27.28,0,
2023,8,10,6E,TRV,IXC,1936,6.76,7.21,0,
2023,3,6,6E,CCU,DEL,905,2.99,3.33,0,
2023,11,11,6E,JAI,DEL,1509,1.3,1.83,0,
2023,6,1,6E,DEL,JAI,542,23.87,16.43,0,
2023,3,6,6E,MAA,BLR,1129,2.18,1.73,0,
2023,9,23,UK,BLR,CCU,2304,8.38,6.72,0,
2023,1,27,UK,IXC,HYD,906,8.08,8.99,0,
2023,5,17,UK,BOM,CCU,1513,4.47,6.36,0,
2023,12,11,6E,DEL,BLR,712,10.97,13.02,0,
2023,4,25,SG,BLR,DEL,853,8.52,12.56,0,
2023,10,3,6E,MAA,DEL,2204,16.47,12.53,0,
2023,5,24,AI,BOM,IXC,820,10.27,7.41,0,
2023,3,13,AI,BLR,PNQ,1832,7.93,8.5,0,
2023,9,15,AI,MAA,GOI,1802,14.32,11.81,0,
2023,4,22,SG,BOM,PNQ,1605,19.17,13.38,0,
2023,11,23,6E,LKO,GOI,1331,3.11,3.31,0,
2023,8,27,G8,MAA,HYD,1159,20.81,19.34,0,
2023,5,18,AI,DEL,BOM,544,8.5,7.61,0,
2023,1,7,UK,DEL,MAA,537,16.82,11.46,0,
2023,4,25,6E,HYD,IXC,1556,7.99,9.41,0,
2023,11,27,6E,MAA,CCU,2253,12.21,13.45,0,
2023,3,13,SG,PNQ,DEL,614,5.31,3.68,0,
2023,8,2,6E,DEL,CCU,1324,11.81,9.01,0,
2023,6,9,6E,BOM,CCU,1750,17.24,14.98,0,
2023,10,22,6E,BLR,SXR,1703,11.52,14.37,0,
2023,11,11,6E,DEL,BLR,1125,18.41,27.04,0,
2023,6,17,SG,BOM,DEL,2322,22.93,18.67,0,
2023,12,1,QP,TRV,LKO,1749,11.49,9.7,0,
2023,4,19,6E,DEL,BOM,1201,65.1,60.16,0,
2023,11,13,SG,GOI,BLR,545,6.15,6.75,0,
2023,2,15,6E,DEL,TRV,1934,7.19,4.84,0,
2023,3,13,6E,BOM,BLR,919,6.54,7.93,0,
2023,6,9,AI,BOM,PNQ,1222,11.19,15.66,0,
2023,12,21,6E,JAI,LKO,621,21.53,18.8,0,
2023,12,4,6E,DEL,PNQ,1320,20.82,21.41,0,
2023,1,10,6E,GOI,BOM,902,14.1,12.35,0,
2023,11,2,6E,LKO,IXC,1112,13.14,17.39,0,
2023,10,7,SG,GOI,BLR,1102,5.01,3.95,0,
2023,8,14,I5,BOM,BHU,719,21.53,14.61,0,
2023,4,7,6E,TRV,CCU,2350,1.92,2.85,0,
2023,9,19,6E,TRV,CCU,920,2.05,2.64,0,
2023,5,20,SG,PNQ,DEL,1928,13.4,12.97,0,
2023,12,8,SG,DEL,BOM,1307,63.05,88.45,0,
2023,8,14,UK,BOM,BLR,1145,27.39,33.26,0,
2023,9,10,6E,BLR,AMD,2236,3.32,4.5,0,
2023,12,14,6E,CCU,PNQ,1307,11.32,13.77,0,
2023,8,7,6E,BLR,DEL,1109,9.41,14.01,0,
2023,11,7,SG,BLR,BOM,1808,12.53,13.82,0,
2023,11,12,G8,DEL,TRV,1818,14.33,21.14,0,
2023,5,25,SG,BOM,CCU,1112,11.64,13.42,0,
2023,12,12,6E,SXR,PNQ,904,13.21,19.37,0,
2023,10,16,6E,BOM,DEL,1540,6.01,5.37,0,
2023,9,3,6E,DEL,MAA,1914,15.68,18.89,0,
2023,1,1,SG,BOM,DEL,917,18.01,18.43,0,
2023,8,15,6E,DEL,MAA,1852,12.36,11.32,0,
2023,9,8,6E,BLR,MAA,1409,7.87,5.72,0,
2023,11,16,SG,DEL,HYD,1607,10.64,12.78,0,
2023,7,28,SG,BLR,DEL,1715,22.51,31.74,0,
2023,10,11,6E,BHU,IXC,2305,3.76,5.36,0,
2023,10,10,AI,BOM,DEL,2250,11.52,15.96,0,
2023,6,10,6E,BLR,MAA,1808,75.83,54.96,0,
2023,6,10,UK,CCU,DEL,1824,4.06,5.14,0,
2023,5,8,6E,CCU,BLR,813,-0.96,-1.36,0,
2023,12,22,6E,DEL,SXR,1631,16.7,18.93,0,
2023,10,18,SG,HYD,BLR,2300,8.14,6.25,0,
2023,1,15,6E,BOM,JAI,1153,14.64,14.73,0,
2023,2,11,6E,CCU,BLR,1159,6.65,6.04,0,
2023,3,6,6E,DEL,BOM,1229,20.59,19.3,0,
2023,9,2,6E,DEL,JAI,525,12.84,9.57,0,
2023,7,1,6E,HYD,BLR,1747,10.45,12.52,0,
2023,1,10,AI,MAA,DEL,734,11.02,9.22,0,
2023,3,7,6E,BLR,LKO,1140,4.71,6.78,0,
2023,11,21,SG,HYD,CCU,2340,12.73,10.69,0,
2023,9,16,6E,SXR,DEL,1717,6.56,7.95,0,
2023,5,1,6E,HYD,GOI,2000,3.73,4.1,0,
2023,2,21,6E,DEL,BOM,922,2.92,3.11,0,
2023,11,5,SG,BOM,HYD,638,20.6,21.12,0,
2023,2,1,UK,BOM,MAA,1137,2.44,3.6,0,
2023,10,3,SG,GOI,DEL,2135,10.98,10.57,0,
2023,3,24,AI,BLR,BOM,1546,8.69,6.01,0,
2023,5,15,6E,IXC,BHU,1337,6.71,7.59,0,
2023,5,24,6E,IXC,GOI,645,-0.75,-0.88,0,
2023,5,22,AI,BLR,HYD,2235,16.93,15.59,0,
2023,5,12,6E,HYD,BLR,2331,2.23,2.08,0,
2023,4,6,6E,BLR,DEL,1819,16.86,11.37,0,
2023,9,8,UK,JAI,BOM,1128,2.63,2.58,0,
2023,9,10,AI,BOM,GOI,2100,15.19,20.96,0,
2023,2,2,6E,CCU,DEL,503,0.55,0.51,0,
2023,1,21,6E,DEL,HYD,1100,24.47,25.67,0,
2023,11,12,SG,HYD,AMD,636,12.63,13.79,0,
2023,3,9,6E,HYD,DEL,853,2.48,3.57,0,
2023,4,14,AI,DEL,LKO,549,26.44,21.82,0,
2023,11,18,6E,HYD,MAA,1259,1.52,1.46,0,
2023,10,19,UK,BOM,HYD,1457,8.07,5.48,0,
2023,11,16,6E,TRV,SXR,2159,7.16,7.36,0,
2023,5,20,6E,PNQ,MAA,2120,10.8,10.19,0,
2023,10,14,AI,PNQ,GOI,506,2.24,3.06,0,
2023,4,12,6E,DEL,HYD,2235,40.9,33.95,0,
2023,4,21,SG,LKO,MAA,1953,6.53,8.52,0,
2023,12,2,6E,CCU,BLR,720,14.5,12.41,0,
2023,1,3,6E,DEL,BLR,2319,22.8,30.37,0,
2023,11,18,G8,CCU,LKO,1833,40.28,34.71,0,
2023,3,19,6E,MAA,CCU,1900,9.49,9.68,0,
2023,3,6,6E,BOM,DEL,902,16.41,17.68,0,
2023,11,11,AI,HYD,DEL,1135,6.7,8.34,0,
2023,1,11,6E,IXC,PNQ,1623,9.06,9.55,0,
2023,10,11,SG,BLR,BHU,1927,22.71,24.89,0,
2023,3,3,6E,BOM,BLR,2217,10.5,10.79,0,
2023,4,8,6E,BLR,DEL,1519,8.46,6.76,0,
2023,12,13,6E,DEL,BOM,1129,17.38,24.41,0,
2023,3,9,SG,TRV,SXR,1115,5.61,3.89,0,
2023,1,11,6E,BOM,DEL,1823,17.42,15.62,0,
2023,7,23,AI,HYD,DEL,1807,15.42,20.22,0,
2023,7,13,SG,CCU,MAA,1418,17.15,12.58,0,
2023,7,10,I5,CCU,MAA,1333,20.28,18.95,0,
2023,9,2,6E,DEL,BLR,1757,9.49,12.69,0,
2023,9,14,6E,MAA,DEL,1840,15.42,11.86,0,
2023,3,19,6E,SXR,TRV,2019,31.26,26.8,0,
2023,8,1,6E,BOM,MAA,1128,12.81,8.79,0,
2023,8,23,G8,DEL,HYD,549,17.37,11.65,0,
2023,5,24,6E,BOM,DEL,2250,16.48,12.36,0,
2023,10,20,SG,DEL,AMD,1621,,,1,C
2023,8,27,6E,CCU,HYD,1016,7.25,9.08,0,
2023,8,17,6E,CCU,DEL,1540,12.89,17.39,0,
2023,7,17,6E,DEL,SXR,520,17.69,19.58,0,
2023,4,2,G8,MAA,BLR,957,6.7,5.53,0,
2023,12,13,6E,BOM,MAA,2318,32.12,45.5,0,
2023,12,1,AI,BOM,DEL,1732,35.18,37.61,0,
2023,6,10,6E,SXR,DEL,1117,28.44,30.6,0,
2023,9,4,6E,BOM,MAA,1055,12.1,15.96,0,
2023,11,3,UK,MAA,TRV,1858,16.72,23.65,0,
2023,10,18,6E,MAA,HYD,900,3.39,4.93,0,
2023,11,2,SG,DEL,CCU,1706,86.72,69.61,0,
2023,4,26,6E,JAI,DEL,937,8.07,8.23,0,
2023,11,2,6E,BOM,SXR,634,2.91,3.29,0,
2023,6,3,6E,JAI,BLR,1014,6.72,8.74,0,
2023,8,5,6E,PNQ,AMD,1441,17.08,21.75,0,
2023,3,20,UK,CCU,MAA,2316,3.15,2.99,0,
2023,1,1,6E,BHU,JAI,2244,12.24,14.56,0,
2023,5,15,6E,BOM,BLR,1032,6.93,7.85,0,
2023,9,15,UK,BOM,GOI,1627,14.54,16.28,0,
2023,6,8,6E,AMD,PNQ,2333,18.18,18.05,0,
2023,3,24,6E,JAI,GOI,1249,-0.09,-0.12,0,
2023,12,15,6E,DEL,SXR,1149,12.13,14.09,0,
2023,7,3,UK,BOM,HYD,2320,10.81,11.48,0,
2023,7,13,AI,PNQ,CCU,2247,15.89,13.36,0,
2023,7,10,6E,DEL,CCU,1740,12.03,15.21,0,
2023,8,9,6E,BOM,BLR,1232,11.25,13.85,0,
2023,3,22,6E,IXC,BLR,1415,2.31,3.19,0,
2023,10,28,6E,PNQ,CCU,1054,11.87,12.66,0,
2023,8,12,6E,HYD,BLR,1851,13.63,9.54,0,
2023,9,15,6E,BOM,HYD,1422,19.23,18.31,0,
2023,1,21,6E,DEL,SXR,1200,25.86,28.51,0,
2023,1,4,SG,BLR,MAA,922,22.24,15.48,0,
2023,8,20,AI,CCU,MAA,1411,11.86,8.5,0,
2023,7,12,SG,TRV,GOI,1817,14.51,11.11,0,
2023,7,7,6E,DEL,AMD,2336,,,1,B
2023,12,9,SG,HYD,BLR,1344,,,1,B
2023,12,12,SG,SXR,HYD,1552,45.49,40.83,0,
2023,9,24,6E,DEL,TRV,2029,7.07,6.16,0,
2023,12,5,6E,GOI,BLR,1210,15.26,20.74,0,
2023,9,26,6E,GOI,MAA,547,13.13,16.26,0,
2023,11,7,AI,CCU,DEL,2028,8.29,5.75,0,
2023,3,4,6E,DEL,BOM,2322,10.45,10.06,0,
2023,12,25,SG,IXC,LKO,1504,18.79,13.62,0,
2023,3,12,6E,BLR,BOM,1606,2.69,3.69,0,
2023,3,7,6E,BOM,CCU,711,44.5,29.89,0,
2023,10,14,AI,DEL,CCU,1709,25.54,22.22,0,
2023,10,18,I5,DEL,BOM,1528,10.49,10.71,0,
2023,1,18,6E,PNQ,BOM,1233,14.67,13.06,0,
2023,9,10,AI,HYD,MAA,2018,19.62,22.43,0,
2023,1,23,6E,CCU,DEL,1147,23.76,27.3,0,
2023,7,13,6E,DEL,GOI,1510,12.43,17.0,0,
2023,12,14,6E,DEL,BLR,1054,35.52,33.3,0,
2023,12,23,UK,BOM,DEL,1211,13.04,10.32,0,
2023,5,16,AI,SXR,HYD,2133,16.55,12.09,0,
2023,9,28,6E,TRV,DEL,1801,1.61,1.67,0,
2023,4,16,G8,MAA,DEL,1001,27.07,30.41,0,
2023,3,15,6E,DEL,CCU,741,6.62,6.23,0,
2023,8,27,SG,HYD,DEL,1653,18.41,22.34,0,
2023,6,9,6E,PNQ,BLR,623,3.16,3.91,0,
2023,8,27,6E,BOM,MAA,858,9.22,7.89,0,
2023,9,16,AI,MAA,GOI,1302,2.85,2.68,0,
2023,7,6,6E,BOM,PNQ,604,17.25,16.64,0,
2023,10,12,6E,BLR,HYD,2128,8.13,6.97,0,
2023,5,15,6E,HYD,CCU,1232,12.13,14.77,0,
2023,4,25,6E,HYD,AMD,1748,8.41,8.21,0,
2023,11,24,6E,BHU,GOI,1659,3.17,2.72,0,
2023,3,4,6E,DEL,BOM,2146,4.74,6.71,0,
2023,5,3,6E,BLR,HYD,2322,15.41,22.01,0,
2023,1,14,6E,DEL,HYD,1627,18.56,12.51,0,
2023,12,7,UK,LKO,MAA,2247,9.46,12.29,0,
2023,6,4,6E,BOM,BLR,1336,19.08,19.08,0,
2023,10,25,UK,BOM,DEL,1407,3.15,2.9,0,
2023,4,21,6E,BLR,SXR,1701,14.89,13.74,0,
2023,4,24,SG,DEL,SXR,707,13.41,14.41,0,
2023,1,4,UK,BOM,HYD,2058,36.0,35.94,0,
2023,8,18,SG,BOM,DEL,1653,,,1,B
2023,9,22,SG,DEL,PNQ,2248,18.59,18.09,0,
2023,8,14,UK,CCU,SXR,1554,18.13,23.46,0,
2023,12,15,SG,BLR,PNQ,1634,36.75,46.22,0,
2023,6,7,6E,IXC,SXR,2334,18.87,18.75,0,
2023,1,21,G8,BLR,BOM,2131,16.68,20.03,0,
2023,3,7,6E,HYD,CCU,1139,-0.33,-0.26,0,
2023,11,10,6E,BOM,BLR,551,12.49,13.27,0,
2023,4,19,6E,DEL,MAA,1830,6.39,5.04,0,
2023,3,9,6E,BOM,MAA,644,9.53,12.47,0,
2023,3,28,AI,BLR,LKO,753,9.75,7.8,0,
2023,10,26,6E,DEL,CCU,638,4.06,3.87,0,
2023,5,3,6E,BOM,DEL,1125,13.16,10.26,0,
2023,3,20,6E,BLR,DEL,1212,3.71,2.81,0,
2023,9,4,SG,DEL,BLR,2127,13.04,10.57,0,
2023,7,8,AI,HYD,MAA,1234,,,1,B
2023,11,21,SG,GOI,BHU,1212,11.79,8.48,0,
2023,7,5,AI,PNQ,DEL,1933,9.91,10.63,0,
2023,4,16,AI,LKO,DEL,717,27.62,18.67,0,
2023,1,24,AI,BOM,AMD,1859,47.37,61.36,0,
2023,5,10,6E,MAA,GOI,1320,12.3,17.0,0,
2023,10,8,6E,DEL,MAA,1712,20.49,17.74,0,
2023,2,16,6E,LKO,DEL,603,15.56,17.17,0,
2023,9,12,6E,HYD,BOM,1540,8.26,11.0,0,
2023,4,11,QP,DEL,BLR,722,17.53,21.98,0,
2023,10,11,6E,CCU,GOI,1115,1.25,1.19,0,
2023,3,7,6E,GOI,AMD,812,2.0,2.25,0,
2023,3,23,6E,HYD,MAA,751,0.65,0.9,0,
